Molecular Weight (g/mol),Density (g/cm3),C in comononmer A,C in comononmer B,%B,CH in A,CH in A+B,CH2 in A,CH2 in A+B,CH3 in A+B,CH bonds A+B,N in A+B,O in A+B,C=O,%C=O,Rings,%C in rings,Tm(°C),Tg (°C),Crystallinity%,"Critical thickness of the specimen (Lcrit, mm)",Surface area (mm2),Specific surface area (mm2/mm3),Pretrement,Level,Temperature,Humidity,pH,k Biodegradation rate (s^-1) first-order,T Lag time (days),A%,Testing duration (days)
347700,1.25,4,5,12,1,2,1,3,2,14,0,4,2,15.38461538,0,0,124.9,5,48,0.115,3026.45,17.54,0 Dark,5,21,0.478,5.35,1.3403E-06,12.33,100,42
347700,1.25,4,5,12,1,2,1,3,2,14,0,4,2,15.38461538,0,0,124.9,5,48,0.115,3026.45,17.54,2 Outdoor,2,18.6,1,8.1,2.8229E-07,11.19,100,42
260000,1.22,4,9,40,1,3,1,4,1,14,0,6,3,15.78947368,0,0,138,-35.6,56.8,0.175,3040.25,11.58,0 Dark,5,21,0.478,5.35,9.5104E-07,13.26,100,42
260000,1.22,4,9,40,1,3,1,4,1,14,0,6,3,15.78947368,0,0,138,-35.6,56.8,0.175,3040.25,11.58,2 Outdoor,2,18.6,1,8.1,1.765E-07,11.69,93.19,42
115000,1.26,6,0,0,5,5,1,1,0,7,0,5,0,0,1,83.33,240,198,80,0.385,0.465662571,15.58441558,0 Dark,5,58,0.478,8.05,5.1042E-07,10.32,100,94
88000,1.157,10,8,21,0,0,8,14,0,28,0,8,4,15.38461538,0,0,87,-39.6,46.7,0.21,134.72,10.02,0 Dark,5,58,0.478,8.05,4.9664E-07,24.64,100,93
88000,1.157,10,8,21,0,0,8,14,0,28,0,8,4,15.38461538,0,0,87,-39.6,46.7,0.21,134.72,10.02,0 Dark,5,58,0.478,8.05,0.0000055,10.46,93.19,60
467500,1.25,4,5,2,1,2,1,3,2,14,0,4,2,15.38461538,0,0,169.8,1.3,53.6,0.175,133.6,11.93,0 Dark,5,58,0.478,8.05,4.4942E-07,5.443,100,60
467500,1.25,4,5,2,1,2,1,3,2,14,0,4,2,15.38461538,0,0,169.8,1.3,53.6,0.175,133.6,11.93,0 Dark,5,58,0.478,8.05,0.000000511,2.537,100,93
38000,1.36,10,2,50,4,4,2,4,0,12,0,4,2,12.5,1,50,245,68,3.3,0.12,1050,16.85714286,2 Outdoor,2,25,1,7.9,6.0567E-11,251.6,93.19,375
38000,1.36,10,2,50,4,4,2,4,0,12,0,4,2,12.5,1,50,245,68,3.3,0.12,1050,16.85714286,0 Dark,2,25,1,7.9,1.6887E-10,0,93.19,357
434000,1.23,3,7,50,1,6,0,1,1,11,1,7,2,11.11111111,1,50,174,63.5,12.5,0.12,1050,16.85714286,2 Outdoor,2,25,1,7.9,3.0613E-09,136.1,93.19,362
434000,1.23,3,7,50,1,6,0,1,1,11,1,7,2,11.11111111,1,50,174,63.5,12.5,0.12,1050,16.85714286,0 Dark,2,25,1,7.9,2.3449E-09,42.51,93.19,375
33800,1.136,6,3,50,0,1,5,6,1,16,1,1,1,9.090909091,0,0,214,51,3.8,0.12,1050,16.85714286,2 Outdoor,2,25,1,7.9,1.6887E-10,0,93.19,357
33800,1.136,6,3,50,0,1,5,6,1,16,1,1,1,9.090909091,0,0,214,51,3.8,0.12,1050,16.85714286,0 Dark,2,25,1,7.9,7.1181E-10,2.516,93.19,363
137000,1.23,3,6,50,1,6,0,1,1,11,0,7,1,6.25,1,55.56,146,42.5,50,0.12,1050,16.85714286,2 Outdoor,2,25,1,7.9,1.3299E-08,0,93.19,356
137000,1.23,3,6,50,1,6,0,1,1,11,0,7,1,6.25,1,55.56,146,42.5,50,0.12,1050,16.85714286,0 Dark,2,25,1,7.9,1.1257E-08,0,93.19,370
42000,1.25,6,16,47.6,0,8,5,5,2,24,1,5,2,7.142857143,2,54.55,45.1,-32.5,60.4,0.1,160.2212253,20.4,1 Indoor,7,37,1,7.4,1.1794E-07,0,93.19,90
41000,1.25,6,16,67.5,0,8,5,5,2,24,1,5,2,7.142857143,2,54.55,43,-33.5,60.4,0.1,160.2212253,20.4,1 Indoor,7,37,1,7.4,7.5914E-08,0,93.19,90
40000,1.25,6,16,47.1,0,8,5,5,2,24,1,5,2,7.142857143,2,54.55,45.5,-32,60.4,0.1,160.2212253,20.4,1 Indoor,7,37,1,7.4,8.8426E-08,0,93.19,90
39000,1.25,6,16,75,0,8,5,5,2,24,1,5,2,7.142857143,2,54.55,42,-34.5,60.4,0.1,160.2212253,20.4,1 Indoor,7,37,1,7.4,7.0093E-08,0,93.19,90
160000,0.95,2,0,0,0,0,2,2,0,4,0,0,0,0,0,0,135,-100,69,0.04,419.5,50.26666667,1 Indoor,5,30,1,6.8,3.32626E-09,0,93.19,30
160000,0.95,2,0,0,0,0,2,2,0,4,0,0,0,0,0,0,135,-100,69,0.04,419.5,50.26666667,1 Indoor,6,30,1,7,2.5764E-08,0,93.19,30
160000,0.95,2,0,0,0,0,2,2,0,4,0,0,0,0,0,0,135,-100,69,0.04,419.5,50.26666667,1 Indoor,6,30,1,7,3.69448E-08,0,93.19,30
160000,1.26,3,0,0,1,1,0,0,1,4,0,2,1,20,0,0,170,65,37.6,0.49,0.754296396,12.24489796,1 Indoor,1,27,1,7.9,5.5E-09,2.809,98.43,28
120000,1.26,10,12,50,0,4,8,12,0,28,0,8,4,13.33333333,1,27.27,115,-36,10,0.47,0.693977817,12.76595745,1 Indoor,1,27,1,7.9,6.7431E-09,0,85.43,28
150000,1.19,8,0,0,0,0,6,6,0,12,0,4,2,16.66666667,0,0,114,-32,40,0.31,0.301907054,19.35483871,1 Indoor,1,27,1,7.9,6.12396E-09,0,68,28
61710,1.25,8,10,40,0,2,6,10,2,28,0,8,4,15.38461538,0,0,112,-43.9,35,0.39,0.477836243,15.38461538,1 Indoor,1,27,1,7.9,2.27955E-08,0,93.19,28
493050,1.22,10,22,20,2,6,4,16,2,44,0,12,6,13.63636364,1,18.75,126,-0.5,36.75,0.38,0.453645979,15.78947368,1 Indoor,1,27,1,7.9,2.4884E-07,4.404,47.47,28
493050,1.22,10,22,20,2,6,4,16,2,44,0,12,6,13.63636364,1,18.75,126,-0.5,36.75,0.02,2452.8,100.1142857,1 Indoor,1,27,1,7.9,4.69218E-08,0,93.19,28
493050,1.22,10,22,40,2,6,4,16,2,44,0,12,6,13.63636364,1,18.75,126,-0.5,36.75,0.4,0.502654825,15,1 Indoor,1,27,1,7.9,4.7187E-07,5.82,17.15,28
100000,1.26,22,10,40,4,6,12,16,2,44,0,12,6,13.63636364,1,18.75,115,-28,10,0.4,0.502654825,15,1 Indoor,1,27,1,7.9,1.4606E-08,0,85.43,28
100000,1.26,22,10,40,4,6,12,16,2,44,0,12,6,13.63636364,1,18.75,115,-28,10,0.02,2452.8,100.1142857,1 Indoor,1,27,1,7.9,4.86712E-09,0,85.43,28
493050,1.22,10,22,40,2,6,4,16,2,44,0,12,6,13.63636364,1,18.75,126,-0.5,36.75,0.02,2452.8,100.1142857,1 Indoor,1,27,1,7.9,8.96791E-09,0,93.19,28
493050,1.22,10,8,20,2,2,4,10,2,28,0,8,4,15.38461538,0,0,126,-0.5,36.75,0.37,0.430084034,16.21621622,1 Indoor,1,27,1,7.9,2.39645E-07,0,93.19,28
493050,1.22,10,8,40,2,2,4,10,2,28,0,8,4,15.38461538,0,0,126,-0.5,36.75,0.42,0.554176944,14.28571429,1 Indoor,1,27,1,7.9,8.87162E-08,0,93.19,28
493050,1.22,10,3,20,2,3,4,4,3,20,0,6,3,15.78947368,0,0,126,-0.5,36.75,0.42,0.554176944,14.28571429,1 Indoor,1,27,1,7.9,8.7789E-07,1.5,35.93,28
493050,1.22,10,3,20,2,3,4,4,3,20,0,6,3,15.78947368,0,0,126,-0.5,36.75,0.02,2452.8,100.1142857,1 Indoor,1,27,1,7.9,2.47642E-07,0,93.19,28
493050,1.22,10,3,40,2,3,4,4,3,20,0,6,3,15.78947368,0,0,126,-0.5,36.75,0.43,0.580880482,13.95348837,1 Indoor,1,27,1,7.9,8.2766E-07,1.943,37,28
493050,1.22,10,3,40,2,3,4,4,3,20,0,6,3,15.78947368,0,0,126,-0.5,36.75,0.02,2452.8,100.1142857,1 Indoor,1,27,1,7.9,9.98601E-08,0,93.19,28
137000,1.23,3,10,40,1,3,0,4,3,20,0,6,3,15.78947368,0,0,146,42.5,50,0.44,0.608212338,13.63636364,1 Indoor,1,27,1,7.9,1.5926E-07,1.253,85.43,28
137000,1.23,3,10,40,1,3,0,4,3,20,0,6,3,15.78947368,0,0,146,42.5,50,0.02,2452.8,100.1142857,1 Indoor,1,27,1,7.9,4.06428E-08,0,85.43,28
550000,1.19,4,6,11,1,2,1,4,2,16,0,4,2,14.28571429,0,0,126,0,20,0.44,0.608212338,13.63636364,1 Indoor,1,27,1,7.9,2.2812E-07,2.837,85.43,28
55200,1.22,4,5,23,1,1,1,2,3,14,0,4,2,15.38461538,0,0,212,5,21.83,0.115,286.21,17.78,1 Indoor,7,37,1,8,2.7139E-06,0.2017,93.19,1.666666667
29600,1.22,4,5,17,1,1,1,2,3,14,0,4,2,15.38461538,0,0,178,5,16.37,0.115,286.21,17.78,1 Indoor,7,37,1,8,2.2094E-06,0.0886,93.19,2.333333333
37800,1.22,4,5,9,1,1,1,2,3,14,0,4,2,15.38461538,0,0,174,5,8.87,0.115,286.21,17.78,1 Indoor,7,37,1,8,1.765E-07,0,93.19,2.333333333
50000,1.145,6,0,0,0,0,5,5,0,10,0,2,1,12.5,0,0,60,-60,55,0.12,1010.8,16.84666667,1 Indoor,6,28,1,6.8,0.000018231,0.7817,86.5,2
50000,1.145,6,6,30,0,5,5,6,0,17,0,7,1,5.263157895,1,41.67,60,-60,55,0.12,410.5,16.93333333,1 Indoor,4,20,1,6.8,9.1065E-07,3.521,93.19,12.5
50000,1.145,6,6,30,0,5,5,6,0,17,0,7,1,5.263157895,1,41.67,60,-60,55,0.12,410.5,16.93333333,1 Indoor,4,20,1,6.8,5.5556E-07,3.104,85.43,12.5
50000,1.145,6,6,30,0,5,5,6,0,17,0,7,1,5.263157895,1,41.67,60,-60,55,0.12,410.5,16.93333333,1 Indoor,5,35,1,6.8,3.9826E-08,0,85.43,81
50000,1.145,6,6,30,0,5,5,6,0,17,0,7,1,5.263157895,1,41.67,60,-60,55,5,78.54,1.2,1 Indoor,5,35,1,6.8,2.2778E-08,19.94,85.43,81
50000,1.145,6,6,30,0,5,5,6,0,17,0,7,1,5.263157895,1,41.67,60,-60,55,0.12,1010.8,16.84666667,1 Indoor,6,28,1,6.8,0.000021778,0.8342,100,2
330000,1.25,4,5,5,1,2,1,3,2,14,0,4,2,15.38461538,0,0,143,6.7,52,1.35,5.725552611,4.444444444,1 Indoor,2,30,1,7.9,3.3692E-08,122.6,84.29,217
330000,1.25,4,5,20,1,2,1,3,2,14,0,4,2,15.38461538,0,0,143,6.7,52,1.35,5.725552611,4.444444444,1 Indoor,2,30,1,7.9,3.0116E-08,69.1,84.29,217
330000,1.25,4,5,20,1,2,1,3,2,14,0,4,2,15.38461538,0,0,143,6.7,52,1.35,1634.86,1.78,2 Outdoor,2,19.5,1,8.1,7.0409E-09,0,99.14,390
330000,1.25,4,5,5,1,2,1,3,2,14,0,4,2,15.38461538,0,0,143,6.7,52,1.35,5.725552611,4.444444444,1 Indoor,2,30,1,7.9,2.8854E-08,122.6,84.29,217
330000,1.25,4,5,5,1,2,1,3,2,14,0,4,2,15.38461538,0,0,143,6.7,52,1.35,1634.86,1.78,2 Outdoor,2,19.5,1,8.1,3.044E-09,0,99.14,390
500000,1.5,6,0,0,5,5,1,1,0,7,0,5,0,0,1,83.33,257,61.4,30,1.35,5.725552611,4.444444444,1 Indoor,2,30,1,7.9,7.647E-08,44.23,85.43,217
531800,1.25,4,5,4.6,1,2,1,3,2,14,0,4,2,15.38461538,0,0,171.91,3.27,31.44,0.2,208,10.4,1 Indoor,0,37,1,7.4,4.7824E-08,1.142,99.14,49
531800,1.25,4,5,4.6,1,2,1,3,2,14,0,4,2,15.38461538,0,0,171.91,3.27,31.44,0.2,208,10.4,1 Indoor,7,37,1,7.4,1.9387E-07,3.155,99.14,49
455000,1.25,4,5,9.5,1,2,1,3,2,14,0,4,2,15.38461538,0,0,171.33,2.73,60.12,0.2,208,10.4,1 Indoor,0,37,1,7.4,5.0162E-08,0.5075,99.14,49
455000,1.25,4,5,9.5,1,2,1,3,2,14,0,4,2,15.38461538,0,0,171.33,2.73,60.12,0.2,208,10.4,1 Indoor,7,37,1,7.4,2.4664E-07,2.68,99.14,49
560000,1.25,4,5,20.7,1,2,1,3,2,14,0,4,2,15.38461538,0,0,171.06,1.81,25.83,0.2,208,10.4,1 Indoor,0,37,1,7.4,5.4317E-08,0,99.14,49
560000,1.25,4,5,20.7,1,2,1,3,2,14,0,4,2,15.38461538,0,0,171.06,1.81,25.83,0.2,208,10.4,1 Indoor,7,37,1,7.4,3.2141E-07,4.626,99.14,49
68300,1.25,4,6,12,1,2,1,4,2,16,0,4,2,14.28571429,0,0,113.5,-4.7,38.2,0.1,1812,20.13333333,1 Indoor,0,37,1,7.4,1.2563E-08,16.436,93.19,105
526100,1.25,4,6,12,1,2,1,4,2,16,0,4,2,14.28571429,0,0,110,2,25,0.1,1812,20.13333333,1 Indoor,0,37,1,7.4,4.3204E-09,0,93.19,105
36200,1.25,4,6,12,1,2,1,4,2,16,0,4,2,14.28571429,0,0,110,-4.8,40,0.1,1812,20.13333333,1 Indoor,0,37,1,7.4,1.5541E-08,11.242,93.19,105
10200,1.25,4,6,12,1,2,1,4,2,16,0,4,2,14.28571429,0,0,105,-4.9,45,0.1,1812,20.13333333,3 UV,0,37,1,7.4,2.4884E-08,4.4268,93.19,105
7300,1.25,4,6,12,1,2,1,4,2,16,0,4,2,14.28571429,0,0,100,-5,50,0.1,1812,20.13333333,3 UV,0,37,1,7.4,2.7778E-08,0,93.19,105
20000,1.11,2,3,30,0,1,2,2,1,8,0,3,1,12.5,0,0,67.8,-32.1,50,0.15,409,13.6,1 Indoor,7,37,1,8.6,0.000029278,0.3222,93.19,0.666666667
20000,1.11,2,3,30,0,1,2,2,1,8,0,3,1,12.5,0,0,67.8,-32.1,50,0.15,409,13.6,1 Indoor,0,37,1,8.6,1.45536E-05,0,93.19,0.666666667
137000,1.23,3,2,10,1,1,0,2,1,8,0,3,1,12.5,0,0,146,42.5,50,0.15,409,13.6,1 Indoor,7,37,1,8.6,0.000001875,0,93.19,2
137000,1.23,3,2,10,1,1,0,2,1,8,0,3,1,12.5,0,0,146,42.5,50,0.15,409,13.6,1 Indoor,0,37,1,8.6,2.05426E-07,0,93.19,2
137000,1.23,3,2,10,1,1,0,2,1,8,0,3,1,12.5,0,0,146,42.5,50,0.15,409,13.6,1 Indoor,0,37,1,10.6,3.9155E-08,6.031,93.19,45
104000,1.23,3,2,30,1,1,0,2,1,8,0,3,1,12.5,0,0,146,42.5,50,0.15,409,13.6,1 Indoor,7,37,1,8.6,5.2488E-06,0.1458,93.19,2
104000,1.23,3,2,30,1,1,0,2,1,8,0,3,1,12.5,0,0,146,42.5,50,0.15,409,13.6,1 Indoor,0,37,1,8.6,1.3665E-06,0,93.19,2
104000,1.23,3,2,30,1,1,0,2,1,8,0,3,1,12.5,0,0,146,42.5,50,0.15,409,13.6,1 Indoor,0,37,1,10.6,1.8727E-06,0,65,45
80000,1.23,3,2,50,1,1,0,2,1,8,0,3,1,12.5,0,0,149,45,50,0.15,409,13.6,1 Indoor,7,37,1,8.6,0.000012092,0.3035,93.19,0.666666667
80000,1.23,3,2,50,1,1,0,2,1,8,0,3,1,12.5,0,0,149,45,50,0.15,409,13.6,1 Indoor,0,37,1,8.6,8.64453E-06,0,93.19,0.666666667
140000,1.2,3,0,0,1,1,0,0,1,4,0,2,1,20,0,0,146,57.4,1.7,0.15,409,13.6,1 Indoor,7,37,1,8.6,0.000045889,0.2495,15.07,2
140000,1.2,3,0,0,1,1,0,0,1,4,0,2,1,20,0,0,146,57.4,1.7,0.15,409,13.6,1 Indoor,0,37,1,8.6,9.34E-08,N.A.,98.3,2
140000,1.2,3,0,0,1,1,0,0,1,4,0,2,1,20,0,0,146,57.4,1.7,0.15,409,13.6,1 Indoor,0,37,1,10.6,4.6424E-09,3.204,98.3,45
6000,1.1438,6,0,0,0,0,5,5,0,10,0,2,1,12.5,0,0,53.4,-60,30.2,0.5,640,4.266666667,1 Indoor,7,45,1,7.2,0.000036493,0,86.67,3
6000,1.1438,6,0,0,0,0,5,5,0,10,0,2,1,12.5,0,0,53.4,-60,30.2,0.5,640,4.266666667,1 Indoor,7,37,1,7.2,8.2556E-06,0.0647,86.5,3
160000,1.1438,6,0,0,0,0,5,5,0,10,0,2,1,12.5,0,0,60,-60,63.3,0.7,419.5,28.83809524,1 Indoor,7,30,1,7,7.33203E-08,0,86.5,0.75
398800,1.25,4,5,8,1,2,1,3,2,14,0,4,2,15.38461538,0,0,177,2,50,0.16,620.8,12.93,1 Indoor,5,35,0.4375,7.5,2.4815E-06,4.062,88.58,99
230000,1.25,4,5,15,1,2,1,3,2,14,0,4,2,15.38461538,0,0,150.18,-3.8,50.34,0.1,5020,20.08,1 Indoor,5,30,1,7.4,0.000002978,1.729,100,10
30000,1.25,18,20,25,1,2,9,15,6,50,4,7,5,10.20408163,2,6,25.2,-51.17,60.4,1,240,2.4,1 Indoor,0,55,1,2,1.3657E-07,0,93.19,28
30000,1.25,18,20,25,1,2,9,15,6,50,4,7,5,10.20408163,2,6,25.2,-51.17,60.4,1,240,2.4,1 Indoor,0,55,1,7.4,1.4641E-07,0,93.19,28
30000,1.25,18,20,25,1,2,9,15,6,50,4,7,5,10.20408163,2,6,25.2,-51.17,60.4,1,240,2.4,1 Indoor,7,55,1,7.4,0.000001309,0.2983,93.19,3
29000,1.25,18,20,17,1,2,9,15,6,50,4,7,5,10.20408163,2,31.58,24.7,-51.67,60.4,1,240,2.4,1 Indoor,0,55,1,2,1.0466E-07,0,93.19,28
29000,1.25,18,20,17,1,2,9,15,6,50,4,7,5,10.20408163,2,31.58,24.7,-51.67,60.4,1,240,2.4,1 Indoor,0,55,1,7.4,6.5995E-08,0,93.19,28
29000,1.25,18,20,17,1,2,9,15,6,50,4,7,5,10.20408163,2,31.58,24.7,-51.67,60.4,1,240,2.4,1 Indoor,7,55,1,7.4,4.3854E-07,0,93.19,3
28000,1.25,18,20,45,1,2,9,15,6,50,4,7,5,10.20408163,2,6,24.4,-51.97,60.4,1,240,2.4,1 Indoor,0,55,1,2,1.2465E-07,0,93.19,28
28000,1.25,18,20,45,1,2,9,15,6,50,4,7,5,10.20408163,2,6,24.4,-51.97,60.4,1,240,2.4,1 Indoor,0,55,1,7.4,2.1991E-07,0,93.19,28
28000,1.25,18,20,45,1,2,9,15,6,50,4,7,5,10.20408163,2,6,24.4,-51.97,60.4,1,240,2.4,1 Indoor,7,55,1,7.4,1.8808E-06,0.06901,93.19,3
27000,1.25,18,20,33,1,2,9,15,6,50,4,7,5,10.20408163,2,6,23.5,-52.86,60.4,1,240,2.4,1 Indoor,0,55,1,2,1.1146E-07,0,93.19,28
27000,1.25,18,20,33,1,2,9,15,6,50,4,7,5,10.20408163,2,6,23.5,-52.86,60.4,1,240,2.4,1 Indoor,0,55,1,7.4,1.0292E-07,0,93.19,28
27000,1.25,18,20,33,1,2,9,15,6,50,4,7,5,10.20408163,2,6,23.5,-52.86,60.4,1,240,2.4,1 Indoor,7,55,1,7.4,8.3449E-07,0.3215,93.19,3
460000,1.22,4,6,5,1,2,1,4,2,16,0,4,2,14.28571429,0,0,142,-2.9,48.5,2,280,1.4,2 Outdoor,1,30,1,7.2,3.7566E-07,17.535,93.19,56
460000,1.22,4,6,5,1,2,1,4,2,16,0,4,2,14.28571429,0,0,142,-2.9,48.5,2,280,1.4,2 Outdoor,1,28.5,1,7.52,2.8307E-07,13.734,93.19,56
460000,1.22,4,6,5,1,2,1,4,2,16,0,4,2,14.28571429,0,0,142,-2.9,48.5,2,280,1.4,2 Outdoor,1,28,1,7.03,2.5976E-07,18.865,93.19,56
600000,1.22,4,0,0,1,1,1,1,1,6,0,2,1,16.66666667,0,0,169,2,54.3,2,280,1.4,2 Outdoor,1,30,1,7.2,3.5334E-07,16.758,97.52,56
600000,1.22,4,0,0,1,1,1,1,1,6,0,2,1,16.66666667,0,0,169,2,54.3,2,280,1.4,2 Outdoor,1,28.5,1,7.52,3.2887E-07,14.931,97.52,56
600000,1.22,4,0,0,1,1,1,1,1,6,0,2,1,16.66666667,0,0,169,2,54.3,2,280,1.4,2 Outdoor,1,28,1,7.03,2.8307E-07,22.834,97.52,56
680000,1.25,4,5,5,1,2,1,3,2,14,0,4,2,15.38461538,0,0,169.8,3.2,48.22,2,280,1.4,2 Outdoor,1,30,1,7.2,2.6091E-07,8.666,99.14,56
680000,1.25,4,5,5,1,2,1,3,2,14,0,4,2,15.38461538,0,0,169.8,3.2,48.22,2,280,1.4,2 Outdoor,1,28.5,1,7.52,2.3661E-07,8.477,99.14,56
680000,1.25,4,5,5,1,2,1,3,2,14,0,4,2,15.38461538,0,0,169.8,3.2,48.22,2,280,1.4,2 Outdoor,1,28,1,7.03,2.3942E-07,15.911,99.14,56
187000,1.25,4,5,4,1,2,1,3,2,14,0,4,2,15.38461538,0,0,163.2,2.6,75,0.12,398.72,16.95238095,1 Indoor,5,28,1,7.4,2.28816E-07,0,99.14,34
187000,1.25,4,5,4,1,2,1,3,2,14,0,4,2,15.38461538,0,0,163.2,2.6,75,0.12,398.72,16.95238095,1 Indoor,5,28,1,7.4,6.3403E-07,7.384,100,34
100000,1.34,2,3,10,0,1,1,1,1,6,0,4,2,22.22222222,0,0,202,63,31.5,0.12,398.72,16.95238095,1 Indoor,0,37,1,7.4,1.7106E-06,19.62,100,38
100000,1.34,2,3,10,0,1,1,1,1,6,0,4,2,22.22222222,0,0,202,63,31.5,0.12,398.72,16.95238095,1 Indoor,0,37,1,12,2.7731E-06,4.377,100,28
224500,1.23,3,3,50,1,2,0,0,2,8,0,4,2,20,0,0,167,60,5.6,0.12,293.76,17,1 Indoor,0,37,1,7.4,7.5729E-07,34.56,100,70
224500,1.23,3,3,50,1,2,0,0,2,8,0,4,2,20,0,0,167,60,5.6,0.12,293.76,17,1 Indoor,0,37,1,12,5.1551E-07,3.703,100,50
144000,1.29,2,6,50,1,6,1,2,0,10,0,6,0,0,1,62.5,187,49,14.47,0.12,3219.2,16.76666667,1 Indoor,7,37,1,4.8,5.8854E-06,0,25.21,72
144000,1.29,2,6,50,1,6,1,2,0,10,0,6,0,0,1,62.5,187,49,14.47,0.12,3219.2,16.76666667,1 Indoor,7,25,1,6.8,0.000099722,0,35.68,3
137000,1.23,3,6,50,1,6,0,1,1,11,0,7,1,6.25,1,55.56,146,42.5,50,0.17,3234,11.9,1 Indoor,0,55,1,7,1.3194E-06,0,27.32,28
100000,1.26,6,22,43,5,9,1,13,0,35,0,13,4,9.756097561,2,39.29,115,-28,10,0.18,3236,11.2,1 Indoor,0,55,1,7,8.9688E-08,0,93.19,28
500000,1.5,6,2,75,5,6,1,2,0,10,0,6,0,0,1,62.5,257,61.4,30,0.21,3242,9.6,1 Indoor,0,55,1,7,2.2685E-06,0,53.6,28
10000,1.23,3,6,10,1,2,0,3,2,14,0,4,2,15.38461538,0,0,147,57.5,25,3,654,1.211111111,1 Indoor,4,37,1,7.4,3.7373E-09,43.6,93.19,120
10000,1.23,3,6,20,1,2,0,3,2,14,0,4,2,15.38461538,0,0,146.5,57,22,3,654,1.211111111,1 Indoor,4,37,1,7.4,7.8021E-09,31.22,93.19,120
10000,1.23,3,6,30,1,2,0,3,2,14,0,4,2,15.38461538,0,0,146,56.9,21,3,654,1.211111111,1 Indoor,4,37,1,7.4,1.1215E-08,34.94,93.19,120
10000,1.23,3,15,10,1,4,0,9,2,28,0,7,3,12,1,11.11,146,56.8,20,3,654,1.211111111,1 Indoor,4,37,1,7.4,3.8843E-09,35.62,93.19,120
10000,1.23,3,15,20,1,4,0,9,2,28,0,7,3,12,1,11.11,145,56.5,19.5,3,654,1.211111111,1 Indoor,4,37,1,7.4,5.191E-09,30.55,93.19,120
10000,1.23,3,15,30,1,4,0,9,2,28,0,7,3,12,1,11.11,144,55.7,19,3,654,1.211111111,1 Indoor,4,37,1,7.4,8.9468E-09,35.26,93.19,120
99000,1.26,3,0,0,1,1,0,0,1,4,0,2,1,20,0,0,149,57.7,33,3,654,1.211111111,1 Indoor,4,37,1,7.4,6.0822E-10,100.58,98.3,120
330000,1.25,4,5,5,1,2,1,3,2,14,0,4,2,15.38461538,0,0,143,6.7,52,0.17,331.216,12.08,1 Indoor,2,30,1,7.9,1.3264E-06,5.869,92.52,116
420000,1.25,4,5,8,1,2,1,3,2,14,0,4,2,15.38461538,0,0,137.6,6.6,50,0.17,331.216,12.08,1 Indoor,2,30,1,7.9,1.0892E-06,4.992,97.37,116
345000,1.25,4,5,12,1,2,1,3,2,14,0,4,2,15.38461538,0,0,124.9,5,48,0.17,331.216,12.08,1 Indoor,2,30,1,7.9,1.3796E-06,5.485,89.6,116
345000,1.25,4,5,12,1,2,1,3,2,14,0,4,2,15.38461538,0,0,124.9,5,48,0.287,337.16,7.28,1 Indoor,2,30,1,7.9,5.912E-07,5.65,100,49
345000,1.25,4,5,12,1,2,1,3,2,14,0,4,2,15.38461538,0,0,124.9,5,48,0.287,337.16,7.28,1 Indoor,2,30,1,7.9,5.4734E-07,2.986,99.14,49
345000,1.25,4,5,12,1,2,1,3,2,14,0,4,2,15.38461538,0,0,124.9,5,48,0.287,337.16,7.28,2 Outdoor,2,17,1,7.9,6.978E-08,22.93,99.14,90
345000,1.25,4,5,12,1,2,1,3,2,14,0,4,2,15.38461538,0,0,124.9,5,48,0.287,337.16,7.28,2 Outdoor,2,17,1,7.9,1.1521E-07,24.99,99.14,90
390000,1.22,4,0,0,1,1,1,1,1,6,0,2,1,16.66666667,0,0,135.7,-0.3,50,0.17,331.216,12.08,1 Indoor,2,30,1,7.9,1.2581E-06,14.89,80.52,116
390000,1.22,4,0,0,1,1,1,1,1,6,0,2,1,16.66666667,0,0,135.6,-4.6,48,0.17,331.216,12.08,1 Indoor,2,30,1,7.9,0.000001625,8.545,81.74,116
390000,1.22,4,0,0,1,1,1,1,1,6,0,2,1,16.66666667,0,0,135.6,-4.6,48,0.158,330.61,12.97,1 Indoor,2,30,1,7.9,2.3067E-06,5.672,100,49
390000,1.22,4,0,0,1,1,1,1,1,6,0,2,1,16.66666667,0,0,135.6,-4.6,48,0.158,330.61,12.97,1 Indoor,2,30,1,7.9,3.3935E-07,5.15,97.52,49
390000,1.22,4,0,0,1,1,1,1,1,6,0,2,1,16.66666667,0,0,135.6,-4.6,48,0.158,330.61,12.97,2 Outdoor,2,17,1,7.9,6.0486E-08,23.64,97.52,90
390000,1.22,4,0,0,1,1,1,1,1,6,0,2,1,16.66666667,0,0,135.6,-4.6,48,0.158,330.61,12.97,2 Outdoor,2,17,1,7.9,2.0579E-07,27.54,97.52,90
335000,1.22,4,0,0,1,1,1,1,1,6,0,2,1,16.66666667,0,0,115.7,-1.5,52,0.17,331.216,12.08,1 Indoor,2,30,1,7.9,1.2569E-06,7.438,91.27,116
66000,1.1438,6,2,40,0,0,5,7,0,14,0,3,1,9.090909091,0,0,65.72,-46,48.78,0.2,45120,10.02666667,1 Indoor,6,50,1,5,3.3395E-08,0,93.19,150
65000,1.1438,6,0,0,0,0,5,5,0,10,0,2,1,12.5,0,0,64.28,-46.7,54.01,0.2,45120,10.02666667,1 Indoor,6,50,1,5,5.2199E-07,0,86.5,150
